parcel_id,mill_id,crop_type,area_hectares,sowing_date,date,ndvi_value,ndvi_flag,temperature_c,rainfall_mm,sensor_status
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-05,0.165,false,28.7,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-06,0.146,false,29.7,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-07,0.015,false,28.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-09,0.221,false,26.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-10,0.434,false,17.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-11,0.339,false,19.8,5.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-12,0.363,false,19.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-14,0.434,false,18.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-15,0.347,false,31.4,0.0,UNKNOWN
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-16,0.445,false,33.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-17,0.377,false,20.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-18,0.204,false,17.0,9.3,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-19,0.265,false,32.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-20,0.348,false,24.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-21,0.326,false,33.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-22,0.31,false,29.9,0.0,UNKNOWN
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-23,0.411,false,32.7,4.1,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-24,0.398,false,23.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-25,0.377,false,16.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-26,0.359,false,17.7,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-27,0.497,false,29.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-02-28,0.385,false,34.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-01,0.239,false,31.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-03,0.12,false,23.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-04,0.265,false,28.5,0.0,UNKNOWN
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-05,0.335,false,20.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-06,0.337,false,22.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-07,0.47,false,26.6,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-08,0.182,false,24.4,2.9,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-09,0.249,false,35.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-10,0.365,false,21.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-11,0.352,false,35.1,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-12,0.521,false,16.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-14,0.81,false,22.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-16,0.712,false,31.7,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-17,0.702,false,27.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-18,0.663,false,34.7,1.4,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-20,0.744,false,29.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-21,0.614,false,20.2,3.4,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-22,0.53,false,20.8,8.6,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-23,0.723,false,21.6,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-24,0.81,false,16.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-26,0.721,false,19.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-27,0.755,false,34.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-28,0.6,false,23.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-29,0.784,false,32.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-03-31,0.683,false,16.5,2.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-01,0.497,false,29.7,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-02,0.519,false,34.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-03,0.618,false,24.6,2.5,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-04,,true,22.3,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-05,0.553,false,30.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-06,0.77,false,25.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-07,0.619,false,34.8,5.5,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-08,0.545,false,18.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-09,0.7,false,32.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-10,0.733,false,16.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-11,0.729,false,24.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-12,0.681,false,29.1,6.1,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-13,0.668,false,28.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-14,0.696,false,17.0,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-15,0.819,false,25.2,5.7,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-16,0.822,false,26.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-17,0.788,false,21.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-18,0.74,false,32.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-19,0.698,false,17.3,2.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-20,0.793,false,32.1,4.1,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-21,0.788,false,18.3,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-22,0.849,false,24.6,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-23,0.588,false,20.1,5.8,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-24,0.718,false,28.4,3.1,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-25,0.69,false,28.9,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-26,0.781,false,34.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-27,0.706,false,33.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-28,0.792,false,17.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-29,0.509,false,32.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-04-30,0.753,false,35.1,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-01,,true,22.6,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-03,0.613,false,19.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-04,0.713,false,16.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-05,0.719,false,18.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-06,0.713,false,24.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-07,0.867,false,24.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-08,0.629,false,34.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-09,0.809,false,22.9,11.3,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-10,0.878,false,23.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-11,0.585,false,32.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-12,0.576,false,26.6,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-13,,true,20.8,0.0,ERROR
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-14,0.398,false,30.3,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-15,0.448,false,16.4,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-16,0.431,false,30.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-18,0.597,false,15.5,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-19,0.402,false,22.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-21,0.382,false,15.7,0.0,UNKNOWN
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-22,0.379,false,18.8,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-23,0.505,false,24.0,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-24,0.697,false,25.9,4.6,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-25,0.475,false,18.8,3.9,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-26,0.479,false,28.9,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-27,0.469,false,24.1,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-28,0.409,false,22.7,2.3,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-29,0.407,false,30.1,0.0,UNKNOWN
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-30,0.467,false,33.2,0.0,OK
PARCEL_001,MILL_NORTH,sugarcane,9.03,2026-02-10,2026-05-31,0.54,false,24.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-01,0.079,false,28.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-02,0.283,false,21.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-03,0.102,false,26.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-04,0.24,false,28.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-05,0.055,false,19.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-07,0.128,false,32.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-08,0.166,false,31.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-09,0.149,false,24.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-10,0.236,false,34.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-11,0.282,false,17.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-12,0.251,false,30.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-13,0.309,false,23.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-14,0.071,false,17.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-15,0.212,false,24.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-16,0.308,false,25.7,1.2,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-17,0.269,false,33.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-18,0.279,false,23.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-19,0.302,false,34.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-20,0.351,false,22.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-21,0.22,false,26.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-22,0.365,false,30.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-24,0.312,false,35.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-25,0.425,false,17.7,0.0,UNKNOWN
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-26,0.291,false,25.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-28,0.363,false,16.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-29,0.275,false,16.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-30,0.5,false,22.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-01-31,0.428,false,16.0,2.7,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-01,0.39,false,22.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-02,0.324,false,25.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-03,0.502,false,21.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-04,0.404,false,28.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-05,0.43,false,32.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-06,0.307,false,15.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-07,0.289,false,21.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-08,0.289,false,24.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-09,0.233,false,34.6,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-10,0.273,false,34.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-11,0.254,false,27.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-12,0.166,false,22.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-13,0.317,false,20.6,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-14,0.245,false,20.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-15,0.63,false,18.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-16,0.788,false,25.7,2.1,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-17,0.835,false,23.7,0.0,ERROR
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-18,0.654,false,33.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-19,0.724,false,16.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-20,0.535,false,20.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-21,0.647,false,24.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-22,0.627,false,22.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-23,0.684,false,29.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-24,0.833,false,21.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-25,0.639,false,24.9,2.3,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-26,0.869,false,27.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-27,0.505,false,29.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-02-28,0.768,false,19.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-01,0.638,false,30.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-02,0.68,false,34.6,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-03,0.767,false,25.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-04,0.744,false,29.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-05,0.751,false,26.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-06,0.626,false,34.6,7.2,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-07,0.685,false,20.9,1.8,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-08,0.543,false,22.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-09,0.538,false,25.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-11,0.661,false,20.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-12,0.753,false,23.4,0.0,ERROR
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-13,0.499,false,35.1,7.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-14,0.604,false,17.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-15,0.787,false,19.0,0.0,ERROR
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-16,0.633,false,20.4,4.7,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-17,0.839,false,29.3,2.4,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-18,0.806,false,17.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-19,0.555,false,30.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-20,0.757,false,30.6,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-22,0.605,false,26.4,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-23,0.603,false,17.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-24,0.631,false,24.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-25,0.768,false,16.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-26,0.617,false,18.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-27,0.727,false,17.1,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-28,,true,26.1,0.0,ERROR
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-29,0.706,false,33.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-03-30,0.843,false,20.3,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-01,0.682,false,30.6,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-02,0.647,false,31.9,0.0,UNKNOWN
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-04,0.873,false,24.0,0.0,ERROR
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-05,0.558,false,23.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-06,0.847,false,34.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-07,0.794,false,32.4,1.6,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-08,0.574,false,30.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-09,0.954,false,34.7,2.9,UNKNOWN
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-10,0.672,false,21.2,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-11,0.734,false,31.5,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-12,0.618,false,15.8,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-13,0.557,false,26.9,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-14,0.734,false,24.7,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-15,0.942,false,26.0,0.0,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-17,0.582,false,16.8,2.9,OK
PARCEL_002,MILL_SOUTH,sugarcane,8.97,2026-01-16,2026-04-18,,true,15.8,0.0,ERROR
